27, 8, pa1-unknown-k-output1.txt
  700.58,   571.94,   218.33
  698.35,   568.30,   343.25
  696.12,   564.66,   468.18
  701.12,   696.89,   221.98
  698.89,   693.24,   346.90
  696.66,   689.60,   471.83
  450.32,   449.84,   448.55
  447.57,   450.74,   573.52
  444.82,   451.64,   698.49
  448.32,   574.82,   447.61
  445.58,   575.72,   572.57
  442.83,   576.62,   697.54
  446.33,   699.80,   446.66
  443.58,   700.70,   571.63
  440.83,   701.60,   696.59
  575.27,   451.85,   451.29
  572.52,   452.75,   576.25
  569.78,   453.66,   701.22
  573.28,   576.83,   450.34
  570.53,   577.73,   575.31
  567.78,   578.64,   700.27
  571.28,   701.81,   449.39
  568.54,   702.71,   574.36
  565.79,   703.62,   699.32
  700.22,   453.86,   454.02
  697.48,   454.77,   578.99
  694.73,   455.67,   703.95
  698.23,   578.84,   453.07
  695.48,   579.75,   578.04
  692.74,   580.65,   703.00
  696.24,   703.83,   452.12
  693.49,   704.73,   577.09
  690.74,   705.63,   702.06
